0   , 417795 , 0      , 0      , 0      , 0      , 0      , 0      , 0      , 0      
1   , 417795 , 417795 , 0      , 99     , 0      , 0      , 0      , 0      , 0      
2   , 417795 , 417795 , 100    , 0      , 0      , 0      , 0      , 0      , 0      
3   , 417795 , 417795 , 0      , 0      , 255    , 0      , 0      , 0      , 0      
4   , 418095 , 0      , 0      , 0      , 0      , 0      , 0      , 0      , 0      
5   , 418095 , 418095 , 0      , 98     , 0      , 0      , 0      , 0      , 0      
6   , 418095 , 418095 , 100    , 0      , 0      , 0      , 0      , 0      , 0      
7   , 418095 , 418095 , 0      , 0      , 255    , 0      , 0      , 0      , 0      
8   , 418396 , 0      , 0      , 0      , 0      , 0      , 0      , 0      , 0      
9   , 418396 , 418396 , 0      , 97     , 0      , 0      , 0      , 0      , 0      
10  , 418396 , 418396 , 100    , 0      , 0      , 0      , 0      , 0      , 0      
11  , 418396 , 418396 , 0      , 0      , 255    , 0      , 0      , 0      , 0      
12  , 418697 , 0      , 0      , 0      , 0      , 0      , 0      , 0      , 0      
13  , 418697 , 418697 , 0      , 98     , 0      , 0      , 0      , 0      , 0      
14  , 418697 , 418697 , 100    , 0      , 0      , 0      , 0      , 0      , 0      
15  , 418697 , 418697 , 0      , 0      , 255    , 0      , 0      , 0      , 0      
16  , 418997 , 0      , 0      , 0      , 0      , 0      , 0      , 0      , 0      
17  , 418997 , 418997 , 0      , 98     , 0      , 0      , 0      , 0      , 0      
18  , 418997 , 418997 , 100    , 0      , 0      , 0      , 0      , 0      , 0      
19  , 418997 , 418997 , 0      , 0      , 255    , 0      , 0      , 0      , 0      
20  , 419297 , 0      , 0      , 0      , 0      , 0      , 0      , 0      , 0      
21  , 419297 , 419297 , 0      , 100    , 0      , 0      , 0      , 0      , 0      
22  , 419297 , 419297 , 100    , 0      , 0      , 0      , 0      , 0      , 0      
23  , 419297 , 419297 , 0      , 0      , 255    , 0      , 0      , 0      , 0      
24  , 419597 , 0      , 0      , 0      , 0      , 0      , 0      , 0      , 0      
25  , 419597 , 419597 , 0      , 98     , 0      , 0      , 0      , 0      , 0      
26  , 419597 , 419597 , 100    , 0      , 0      , 0      , 0      , 0      , 0      
27  , 419597 , 419597 , 0      , 0      , 255    , 0      , 0      , 0      , 0      
28  , 419897 , 0      , 0      , 0      , 0      , 0      , 0      , 0      , 0      
29  , 419897 , 419897 , 0      , 97     , 0      , 0      , 0      , 0      , 0      
30  , 419897 , 419897 , 100    , 0      , 0      , 0      , 0      , 0      , 0      
31  , 419897 , 419897 , 0      , 0      , 255    , 0      , 0      , 0      , 0      
32  , 420197 , 0      , 0      , 0      , 0      , 0      , 0      , 0      , 0      
33  , 420197 , 420197 , 0      , 98     , 0      , 0      , 0      , 0      , 0      
34  , 420197 , 420197 , 100    , 0      , 0      , 0      , 0      , 0      , 0      
35  , 420197 , 420197 , 0      , 0      , 255    , 0      , 0      , 0      , 0      
36  , 420498 , 0      , 0      , 0      , 0      , 0      , 0      , 0      , 0      
37  , 420498 , 420498 , 0      , 97     , 0      , 0      , 0      , 0      , 0      
38  , 420498 , 420498 , 100    , 0      , 0      , 0      , 0      , 0      , 0      
39  , 420498 , 420498 , 0      , 0      , 255    , 0      , 0      , 0      , 0      
40  , 420798 , 0      , 0      , 0      , 0      , 0      , 0      , 0      , 0      
41  , 420798 , 420798 , 0      , 100    , 0      , 0      , 0      , 0      , 0      
42  , 420798 , 420798 , 100    , 0      , 0      , 0      , 0      , 0      , 0      
43  , 420798 , 420798 , 0      , 0      , 255    , 0      , 0      , 0      , 0      
44  , 421098 , 0      , 0      , 0      , 0      , 0      , 0      , 0      , 0      
45  , 421098 , 421098 , 0      , 100    , 0      , 0      , 0      , 0      , 0      
46  , 421098 , 421098 , 100    , 0      , 0      , 0      , 0      , 0      , 0      
47  , 421098 , 421098 , 0      , 0      , 255    , 0      , 0      , 0      , 0      
48  , 421398 , 0      , 0      , 0      , 0      , 0      , 0      , 0      , 0      
49  , 421398 , 421398 , 0      , 99     , 0      , 0      , 0      , 0      , 0      
50  , 421398 , 421398 , 100    , 0      , 0      , 0      , 0      , 0      , 0      
51  , 421398 , 421398 , 0      , 0      , 255    , 0      , 0      , 0      , 0      
52  , 421699 , 0      , 0      , 0      , 0      , 0      , 0      , 0      , 0      
53  , 421699 , 421699 , 0      , 99     , 0      , 0      , 0      , 0      , 0      
54  , 421699 , 421699 , 100    , 0      , 0      , 0      , 0      , 0      , 0      
55  , 421699 , 421699 , 0      , 0      , 255    , 0      , 0      , 0      , 0      
56  , 421999 , 0      , 0      , 0      , 0      , 0      , 0      , 0      , 0      
57  , 421999 , 421999 , 0      , 99     , 0      , 0      , 0      , 0      , 0      
58  , 421999 , 421999 , 100    , 0      , 0      , 0      , 0      , 0      , 0      
59  , 421999 , 421999 , 0      , 0      , 255    , 0      , 0      , 0      , 0      
60  , 422299 , 0      , 0      , 0      , 0      , 0      , 0      , 0      , 0      
61  , 422299 , 422299 , 0      , 100    , 0      , 0      , 0      , 0      , 0      
62  , 422299 , 422299 , 100    , 0      , 0      , 0      , 0      , 0      , 0      
63  , 422299 , 422299 , 0      , 0      , 255    , 0      , 0      , 0      , 0      
64  , 422599 , 0      , 0      , 0      , 0      , 0      , 0      , 0      , 0      
65  , 422599 , 422599 , 0      , 100    , 0      , 0      , 0      , 0      , 0      
66  , 422599 , 422599 , 100    , 0      , 0      , 0      , 0      , 0      , 0      
67  , 422599 , 422599 , 0      , 0      , 255    , 0      , 0      , 0      , 0      
68  , 422900 , 0      , 0      , 0      , 0      , 0      , 0      , 0      , 0      
69  , 422900 , 422900 , 0      , 100    , 0      , 0      , 0      , 0      , 0      
70  , 422900 , 422900 , 100    , 0      , 0      , 0      , 0      , 0      , 0      
71  , 422900 , 422900 , 0      , 0      , 255    , 0      , 0      , 0      , 0      
72  , 423201 , 0      , 0      , 0      , 0      , 0      , 0      , 0      , 0      
73  , 423201 , 423201 , 0      , 100    , 0      , 0      , 0      , 0      , 0      
74  , 423201 , 423201 , 100    , 0      , 0      , 0      , 0      , 0      , 0      
75  , 423201 , 423201 , 0      , 0      , 255    , 0      , 0      , 0      , 0      
76  , 423501 , 0      , 0      , 0      , 0      , 0      , 0      , 0      , 0      
77  , 423501 , 423501 , 0      , 99     , 0      , 0      , 0      , 0      , 0      
78  , 423501 , 423501 , 100    , 0      , 0      , 0      , 0      , 0      , 0      
79  , 423501 , 423501 , 0      , 0      , 255    , 0      , 0      , 0      , 0      
80  , 423801 , 0      , 0      , 0      , 0      , 0      , 0      , 0      , 0      
81  , 423801 , 423801 , 0      , 91     , 0      , 0      , 0      , 0      , 0      
82  , 423801 , 423801 , 100    , 0      , 0      , 0      , 0      , 0      , 0      
83  , 423801 , 423801 , 0      , 0      , 255    , 0      , 0      , 0      , 0      
84  , 424101 , 0      , 0      , 0      , 0      , 0      , 0      , 0      , 0      
85  , 424101 , 424101 , 0      , 100    , 0      , 0      , 0      , 0      , 0      
86  , 424101 , 424101 , 100    , 0      , 0      , 0      , 0      , 0      , 0      
87  , 424101 , 424101 , 0      , 0      , 255    , 0      , 0      , 0      , 0      
88  , 424402 , 0      , 0      , 0      , 0      , 0      , 0      , 0      , 0      
89  , 424402 , 424402 , 0      , 100    , 0      , 0      , 0      , 0      , 0      
