0   , 114466 , 0      , 9      , 4      , 1      
1   , 114466 , 0      , 4      , 2      , 2      
2   , 114466 , 0      , 2      , 1      , 3      
3   , 114466 , 2      , 4      , 2      , 6      
4   , 114466 , 2      , 4      , 2      , 8      
5   , 114466 , 2      , 4      , 2      , 10     
6   , 114468 , 2      , 4      , 2      , 12     
7   , 114468 , 2      , 4      , 2      , 14     
8   , 114468 , 2      , 4      , 2      , 16     
9   , 114468 , 2      , 4      , 2      , 18     
10  , 114468 , 2      , 4      , 2      , 20     
11  , 114468 , 2      , 4      , 2      , 22     
12  , 114469 , 2      , 4      , 2      , 24     
13  , 114469 , 2      , 4      , 2      , 26     
14  , 114469 , 2      , 4      , 2      , 28     
15  , 114469 , 2      , 4      , 2      , 30     
16  , 114469 , 2      , 4      , 2      , 32     
17  , 114469 , 2      , 4      , 2      , 34     
18  , 114469 , 2      , 4      , 2      , 36     
19  , 114471 , 2      , 4      , 2      , 38     
20  , 114471 , 2      , 4      , 2      , 40     
21  , 114471 , 2      , 4      , 2      , 42     
22  , 114471 , 2      , 4      , 2      , 44     
23  , 114472 , 2      , 4      , 2      , 46     
24  , 114472 , 2      , 4      , 2      , 48     
25  , 114472 , 2      , 4      , 2      , 50     
26  , 114472 , 2      , 4      , 2      , 52     
27  , 114472 , 2      , 4      , 2      , 54     
28  , 114472 , 2      , 4      , 2      , 56     
29  , 114472 , 2      , 4      , 2      , 58     
30  , 114474 , 2      , 4      , 2      , 60     
31  , 114474 , 2      , 4      , 2      , 62     
32  , 114474 , 2      , 4      , 2      , 64     
33  , 114474 , 2      , 4      , 2      , 66     
34  , 114474 , 2      , 4      , 2      , 68     
35  , 114475 , 2      , 4      , 2      , 70     
36  , 114475 , 2      , 4      , 2      , 72     
37  , 114475 , 2      , 4      , 2      , 74     
38  , 114475 , 2      , 4      , 2      , 76     
39  , 114475 , 2      , 4      , 2      , 78     
40  , 114475 , 2      , 4      , 2      , 80     
41  , 114477 , 2      , 4      , 2      , 82     
42  , 114477 , 2      , 4      , 2      , 84     
43  , 114477 , 2      , 4      , 2      , 86     
44  , 114477 , 2      , 4      , 2      , 88     
45  , 114477 , 2      , 4      , 2      , 90     
46  , 114478 , 2      , 4      , 2      , 92     
47  , 114478 , 2      , 4      , 2      , 94     
48  , 114478 , 2      , 4      , 2      , 96     
49  , 114478 , 2      , 4      , 2      , 98     
50  , 114478 , 2      , 4      , 2      , 100    
51  , 114478 , 2      , 4      , 2      , 102    
52  , 114478 , 2      , 4      , 2      , 104    
53  , 114480 , 2      , 4      , 2      , 106    
54  , 114480 , 2      , 4      , 2      , 108    
55  , 114480 , 2      , 4      , 2      , 110    
56  , 114480 , 2      , 4      , 2      , 112    
57  , 114481 , 2      , 4      , 2      , 114    
58  , 114481 , 2      , 4      , 2      , 116    
59  , 114481 , 2      , 4      , 2      , 118    
60  , 114481 , 2      , 4      , 2      , 120    
61  , 114481 , 2      , 4      , 2      , 122    
62  , 114481 , 2      , 4      , 2      , 124    
63  , 114482 , 2      , 4      , 2      , 126    
64  , 114483 , 2      , 4      , 2      , 128    
65  , 114483 , 2      , 4      , 2      , 130    
66  , 114483 , 2      , 4      , 2      , 132    
67  , 114483 , 2      , 4      , 2      , 134    
68  , 114484 , 2      , 4      , 2      , 136    
69  , 114484 , 2      , 4      , 2      , 138    
70  , 114484 , 2      , 4      , 2      , 140    
71  , 114484 , 2      , 4      , 2      , 142    
72  , 114484 , 2      , 4      , 2      , 144    
73  , 114484 , 2      , 4      , 2      , 146    
74  , 114484 , 2      , 4      , 2      , 148    
75  , 114486 , 2      , 4      , 2      , 150    
76  , 114486 , 2      , 4      , 2      , 152    
77  , 114487 , 2      , 4      , 2      , 154    
78  , 114487 , 2      , 4      , 2      , 156    
79  , 114487 , 2      , 4      , 2      , 158    
80  , 114487 , 2      , 4      , 2      , 160    
81  , 114487 , 2      , 4      , 2      , 162    
82  , 114487 , 2      , 4      , 2      , 164    
83  , 114489 , 2      , 4      , 2      , 166    
84  , 114489 , 2      , 4      , 2      , 168    
85  , 114489 , 2      , 4      , 2      , 170    
86  , 114489 , 2      , 4      , 2      , 172    
87  , 114489 , 2      , 4      , 2      , 174    
88  , 114489 , 2      , 4      , 2      , 176    
89  , 114489 , 2      , 4      , 2      , 178    
90  , 114490 , 2      , 4      , 2      , 180    
91  , 114490 , 2      , 4      , 2      , 182    
92  , 114490 , 2      , 4      , 2      , 184    
93  , 114490 , 2      , 4      , 2      , 186    
94  , 114490 , 2      , 4      , 2      , 188    
95  , 114490 , 2      , 4      , 2      , 190    
96  , 114490 , 2      , 4      , 2      , 192    
97  , 114492 , 2      , 4      , 2      , 194    
98  , 114492 , 2      , 4      , 2      , 196    
99  , 114492 , 2      , 4      , 2      , 198    
100 , 114492 , 2      , 4      , 2      , 200    
101 , 114493 , 2      , 4      , 2      , 202    
102 , 114493 , 2      , 4      , 2      , 204    
103 , 114493 , 2      , 4      , 2      , 206    
104 , 114493 , 2      , 4      , 2      , 208    
105 , 114493 , 2      , 4      , 2      , 210    
106 , 114495 , 2      , 4      , 2      , 212    
107 , 114495 , 2      , 4      , 2      , 214    
108 , 114495 , 2      , 4      , 2      , 216    
109 , 114495 , 2      , 4      , 2      , 218    
110 , 114495 , 2      , 4      , 2      , 220    
111 , 114495 , 2      , 4      , 2      , 222    
112 , 114496 , 2      , 4      , 2      , 224    
113 , 114496 , 2      , 4      , 2      , 226    
114 , 114496 , 2      , 4      , 2      , 228    
115 , 114496 , 2      , 4      , 2      , 230    
116 , 114496 , 2      , 4      , 2      , 232    
117 , 114496 , 2      , 4      , 2      , 234    
118 , 114496 , 2      , 4      , 2      , 236    
119 , 114498 , 2      , 4      , 2      , 238    
120 , 114498 , 2      , 4      , 2      , 240    
121 , 114498 , 2      , 4      , 2      , 242    
122 , 114498 , 2      , 4      , 2      , 244    
123 , 114498 , 2      , 4      , 2      , 246    
124 , 114498 , 2      , 4      , 2      , 248    
125 , 114498 , 2      , 4      , 2      , 250    
