0   , 91253  , 91253  , 0      , 100    , 0      , 0      , 0      , 0      , 0      
1   , 91253  , 91253  , 85     , 0      , 0      , 0      , 0      , 0      , 0      
2   , 91253  , 91253  , 0      , 0      , 255    , 0      , 0      , 0      , 0      
3   , 91553  , 91553  , 0      , 100    , 0      , 0      , 0      , 0      , 0      
4   , 91553  , 91553  , 84     , 0      , 0      , 0      , 0      , 0      , 0      
5   , 91553  , 91553  , 0      , 0      , 255    , 0      , 0      , 0      , 0      
6   , 91853  , 91853  , 0      , 100    , 0      , 0      , 0      , 0      , 0      
7   , 91853  , 91853  , 82     , 0      , 0      , 0      , 0      , 0      , 0      
8   , 91853  , 91853  , 0      , 0      , 255    , 0      , 0      , 0      , 0      
9   , 92153  , 92153  , 0      , 100    , 0      , 0      , 0      , 0      , 0      
10  , 92153  , 92153  , 85     , 0      , 0      , 0      , 0      , 0      , 0      
11  , 92153  , 92153  , 0      , 0      , 255    , 0      , 0      , 0      , 0      
12  , 92453  , 92453  , 0      , 100    , 0      , 0      , 0      , 0      , 0      
13  , 92453  , 92453  , 84     , 0      , 0      , 0      , 0      , 0      , 0      
14  , 92453  , 92453  , 0      , 0      , 255    , 0      , 0      , 0      , 0      
15  , 92754  , 92754  , 0      , 100    , 0      , 0      , 0      , 0      , 0      
16  , 92754  , 92754  , 85     , 0      , 0      , 0      , 0      , 0      , 0      
17  , 92754  , 92754  , 0      , 0      , 255    , 0      , 0      , 0      , 0      
18  , 93054  , 93054  , 0      , 100    , 0      , 0      , 0      , 0      , 0      
19  , 93054  , 93054  , 86     , 0      , 0      , 0      , 0      , 0      , 0      
20  , 93054  , 93054  , 0      , 0      , 255    , 0      , 0      , 0      , 0      
21  , 93354  , 93354  , 0      , 100    , 0      , 0      , 0      , 0      , 0      
22  , 93354  , 93354  , 84     , 0      , 0      , 0      , 0      , 0      , 0      
23  , 93354  , 93354  , 0      , 0      , 255    , 0      , 0      , 0      , 0      
24  , 93655  , 93655  , 0      , 100    , 0      , 0      , 0      , 0      , 0      
25  , 93655  , 93655  , 72     , 0      , 0      , 0      , 0      , 0      , 0      
26  , 93655  , 93655  , 0      , 0      , 255    , 0      , 0      , 0      , 0      
27  , 93956  , 93956  , 0      , 50     , 0      , 0      , 0      , 0      , 0      
28  , 93956  , 93956  , 26     , 0      , 0      , 0      , 0      , 0      , 0      
29  , 93956  , 93956  , 0      , 0      , 255    , 0      , 0      , 0      , 0      
30  , 94257  , 94257  , 0      , 24     , 0      , 0      , 0      , 0      , 0      
